2.272753e+02	1.505300e-19
2.272779e+02	1.492700e-19
2.272805e+02	1.471500e-19
2.272831e+02	1.308000e-19
2.272856e+02	1.151300e-19
2.272882e+02	1.045800e-19
2.272908e+02	9.675600e-20
2.272934e+02	1.007500e-19
2.272960e+02	1.024300e-19
2.272986e+02	9.744400e-20
2.273011e+02	9.405300e-20
2.273037e+02	9.392700e-20
2.273063e+02	1.013300e-19
2.273089e+02	1.201200e-19
2.273115e+02	1.302200e-19
2.273141e+02	1.304900e-19
2.273166e+02	1.313100e-19
2.273192e+02	1.326000e-19
2.273218e+02	1.358600e-19
2.273244e+02	1.403300e-19
2.273270e+02	1.436600e-19
2.273296e+02	1.464700e-19
2.273321e+02	1.372200e-19
2.273347e+02	1.241000e-19
2.273373e+02	1.272600e-19
2.273399e+02	1.337800e-19
2.273425e+02	1.405600e-19
2.273451e+02	1.473600e-19
2.273476e+02	1.434100e-19
2.273502e+02	1.386300e-19
2.273528e+02	1.221000e-19
2.273554e+02	1.076400e-19
2.273580e+02	1.100800e-19
2.273606e+02	1.130100e-19
2.273632e+02	1.182000e-19
2.273657e+02	1.206700e-19
2.273683e+02	1.149800e-19
2.273709e+02	1.102700e-19
2.273735e+02	1.076700e-19
2.273761e+02	1.085400e-19
2.273787e+02	1.146400e-19
2.273813e+02	1.180900e-19
2.273838e+02	1.185600e-19
2.273864e+02	1.109000e-19
2.273890e+02	9.630300e-20
2.273916e+02	8.272100e-20
2.273942e+02	6.979000e-20
2.273968e+02	7.615100e-20
2.273993e+02	9.160500e-20
2.274019e+02	1.097200e-19
2.274045e+02	1.287200e-19
2.274071e+02	1.221400e-19
2.274097e+02	1.099500e-19
2.274123e+02	8.640100e-20
2.274149e+02	6.146300e-20
2.274174e+02	6.155100e-20
2.274200e+02	6.406200e-20
2.274226e+02	1.101100e-19
2.274252e+02	1.531600e-19
2.274278e+02	1.697500e-19
2.274304e+02	1.754900e-19
2.274330e+02	1.317300e-19
2.274356e+02	9.233500e-20
2.274381e+02	6.605200e-20
2.274407e+02	4.126700e-20
2.274433e+02	1.966000e-20
2.274459e+02	2.968500e-21
2.274485e+02	-6.055500e-21
2.274511e+02	-9.838400e-22
2.274537e+02	2.057300e-20
2.274562e+02	5.123200e-20
2.274588e+02	8.992400e-20
2.274614e+02	1.117400e-19
2.274640e+02	1.223700e-19
2.274666e+02	1.141000e-19
2.274692e+02	9.660800e-20
2.274718e+02	8.227500e-20
2.274744e+02	6.903900e-20
2.274769e+02	7.343500e-20
2.274795e+02	8.190000e-20
2.274821e+02	9.439600e-20
2.274847e+02	1.074300e-19
2.274873e+02	1.054600e-19
2.274899e+02	1.026600e-19
2.274925e+02	9.317900e-20
2.274951e+02	8.532900e-20
2.274976e+02	9.193200e-20
2.275002e+02	9.900800e-20
2.275028e+02	1.083600e-19
2.275054e+02	1.126300e-19
2.275080e+02	1.009900e-19
2.275106e+02	8.974900e-20
2.275132e+02	7.936700e-20
2.275158e+02	7.222300e-20
2.275183e+02	7.029900e-20
2.275209e+02	7.588000e-20
2.275235e+02	9.051600e-20
2.275261e+02	1.003700e-19
2.275287e+02	1.058800e-19
2.275313e+02	1.040000e-19
2.275339e+02	9.707200e-20
2.275365e+02	9.092100e-20
2.275391e+02	8.516300e-20
2.275416e+02	7.947000e-20
2.275442e+02	7.380100e-20
2.275468e+02	7.250000e-20
2.275494e+02	7.220800e-20
2.275520e+02	7.698200e-20
2.275546e+02	8.242900e-20
2.275572e+02	9.179200e-20
2.275598e+02	1.012600e-19
2.275624e+02	1.072400e-19
2.275649e+02	1.154300e-19
2.275675e+02	1.449900e-19
2.275701e+02	1.728100e-19
2.275727e+02	1.918100e-19
2.275753e+02	2.130600e-19
2.275779e+02	2.416100e-19
2.275805e+02	2.622200e-19
2.275831e+02	2.647000e-19
2.275857e+02	2.550900e-19
2.275882e+02	2.253500e-19
2.275908e+02	2.025000e-19
2.275934e+02	1.882400e-19
2.275960e+02	1.578900e-19
2.275986e+02	1.124300e-19
2.276012e+02	9.746800e-20
2.276038e+02	1.033600e-19
2.276064e+02	1.230100e-19
2.276090e+02	1.496100e-19
2.276116e+02	1.621300e-19
2.276141e+02	1.695600e-19
2.276167e+02	1.639600e-19
2.276193e+02	1.552000e-19
2.276219e+02	1.446200e-19
2.276245e+02	1.337700e-19
2.276271e+02	1.389100e-19
2.276297e+02	1.452400e-19
2.276323e+02	1.690300e-19
2.276349e+02	1.946900e-19
2.276375e+02	2.403900e-19
2.276401e+02	2.777500e-19
2.276426e+02	2.700800e-19
2.276452e+02	2.748100e-19
2.276478e+02	3.218200e-19
2.276504e+02	3.371600e-19
2.276530e+02	2.775100e-19
2.276556e+02	2.376300e-19
2.276582e+02	2.307300e-19
2.276608e+02	2.292100e-19
2.276634e+02	2.344100e-19
2.276660e+02	2.544400e-19
2.276686e+02	2.884100e-19
2.276712e+02	3.287500e-19
2.276737e+02	3.735900e-19
2.276763e+02	3.516100e-19
2.276789e+02	2.946300e-19
2.276815e+02	2.974400e-19
2.276841e+02	3.227500e-19
2.276867e+02	3.403300e-19
2.276893e+02	3.559600e-19
2.276919e+02	3.591500e-19
2.276945e+02	3.604500e-19
2.276971e+02	3.418200e-19
2.276997e+02	3.221200e-19
2.277023e+02	3.340000e-19
2.277048e+02	3.421000e-19
2.277074e+02	3.054600e-19
2.277100e+02	2.743400e-19
2.277126e+02	2.749200e-19
2.277152e+02	2.785900e-19
2.277178e+02	2.928200e-19
2.277204e+02	3.053300e-19
2.277230e+02	3.137800e-19
2.277256e+02	3.357400e-19
2.277282e+02	3.809700e-19
2.277308e+02	3.912100e-19
2.277334e+02	3.564500e-19
2.277360e+02	3.300900e-19
2.277386e+02	3.118600e-19
2.277411e+02	3.167200e-19
2.277437e+02	3.384400e-19
2.277463e+02	3.348300e-19
2.277489e+02	3.174800e-19
2.277515e+02	3.067100e-19
2.277541e+02	2.985200e-19
2.277567e+02	2.731300e-19
2.277593e+02	2.431400e-19
2.277619e+02	2.350000e-19
2.277645e+02	2.304300e-19
2.277671e+02	2.558100e-19
2.277697e+02	2.831200e-19
2.277723e+02	2.674200e-19
2.277749e+02	2.518200e-19
2.277775e+02	2.375400e-19
2.277801e+02	2.273500e-19
2.277826e+02	2.406700e-19
2.277852e+02	2.559000e-19
2.277878e+02	2.779000e-19
2.277904e+02	2.923400e-19
2.277930e+02	2.882100e-19
2.277956e+02	2.801800e-19
2.277982e+02	2.652300e-19
2.278008e+02	2.623100e-19
2.278034e+02	2.753600e-19
2.278060e+02	3.015100e-19
2.278086e+02	3.407700e-19
2.278112e+02	3.683800e-19
2.278138e+02	3.872200e-19
2.278164e+02	3.921900e-19
