,_phi,_phi_err,_velo_eff,_velo_eff_err,_frac_optflow_ok,_frac_optflow_ok_ica
2018-03-26 14:44:16,99.14368449218044,,2.3611081562895544,0.3541662234434331,,
2018-03-26 14:44:24,138.3001415356763,,2.80383986765399,0.4205759801480985,,
2018-03-26 14:44:32,132.39712788862613,,2.144078782460429,0.3216118173690643,,
2018-03-26 14:44:40,218.18853719700664,,2.921828087138145,0.43827421307072173,,
2018-03-26 14:44:48,240.55690644453247,,2.909433129974964,0.4364149694962446,,
2018-03-26 14:44:56,279.17361204111984,,2.9395418519421663,0.44093127779132496,,
2018-03-26 14:45:04,192.59590978846387,,2.0440121079830336,0.306601816197455,,
2018-03-26 14:45:12,281.1550694510109,,2.7573326642125626,0.41359989963188437,,
2018-03-26 14:45:20,316.8486473102971,,2.907515047809105,0.43612725717136575,,
2018-03-26 14:45:28,260.70149812637845,,2.5911858609693152,0.38867787914539725,,
2018-03-26 14:45:36,242.55553924360578,,2.3331232808210163,0.34996849212315245,,
2018-03-26 14:45:44,273.3983648190884,,2.7908209653962017,0.41862314480943025,,
2018-03-26 14:45:52,269.5014915812289,,2.568911737894853,0.38533676068422795,,
2018-03-26 14:46:00,274.21327112255983,,2.568600261388168,0.3852900392082252,,
2018-03-26 14:46:08,166.89727607839728,,1.9005171085268808,0.28507756627903214,,
2018-03-26 14:46:16,212.87508006737855,,2.5314698710568955,0.3797204806585343,,
2018-03-26 14:46:24,229.010032339346,,2.7642798082870574,0.4146419712430586,,
2018-03-26 14:46:32,232.180493043251,,2.814949550707151,0.42224243260607264,,
2018-03-26 14:46:40,140.02395195734465,,1.6080329460032032,0.24120494190048047,,
2018-03-26 14:46:48,216.99247522850695,,2.96289890078778,0.444434835118167,,
2018-03-26 14:46:56,184.25164417430287,,2.786919249601899,0.4180378874402848,,
2018-03-26 14:47:04,165.7714498969443,,2.404060941690725,0.3606091412536087,,
2018-03-26 14:47:12,140.82884460231182,,1.750583691796854,0.2625875537695281,,
2018-03-26 14:47:20,221.94752582301842,,2.14881232820691,0.3223218492310365,,
2018-03-26 14:47:24,179.00332066546568,,1.6935865083228856,0.25403797624843283,,
2018-03-26 14:47:32,188.3714133228842,,1.5905074016282015,0.2385761102442302,,
2018-03-26 14:47:40,221.75680361277958,,1.8794580586382696,0.28191870879574044,,
2018-03-26 14:47:48,200.10245811193374,,1.7846326693949908,0.2676949004092486,,
2018-03-26 14:47:56,151.02794830384352,,1.632042733565342,0.2448064100348013,,
2018-03-26 14:48:04,148.31377802507166,,1.8231663353264729,0.2734749502989709,,
2018-03-26 14:48:12,129.23415377227764,,1.520322602064471,0.2280483903096706,,
2018-03-26 14:48:20,158.96649088847153,,2.13596768388322,0.32039515258248297,,
2018-03-26 14:48:28,106.37741644879064,,1.4844935131881938,0.22267402697822905,,
2018-03-26 14:48:36,181.4694601564025,,2.4650690294346815,0.3697603544152022,,
2018-03-26 14:48:44,233.61500662013964,,3.032444309079324,0.45486664636189855,,
2018-03-26 14:49:08,853.9647730534937,,3.3169895927932713,0.4975484389189907,,
2018-03-26 14:49:16,1126.1702813161285,,2.985765419271919,0.4478648128907879,,
2018-03-26 14:49:24,1023.0526777469838,,2.877318331195152,0.4315977496792728,,
2018-03-26 14:49:32,891.3113677510568,,2.2139990397767795,0.3320998559665169,,
2018-03-26 14:49:40,1011.3402176670144,,2.6754297233579414,0.4013144585036912,,
2018-03-26 14:49:48,949.7722817634675,,2.694374758067073,0.40415621371006094,,
2018-03-26 14:49:56,650.5039767960432,,2.2368758536249094,0.3355313780437364,,
2018-03-26 14:50:04,470.1048006034031,,1.9547586363826854,0.2932137954574028,,
2018-03-26 14:50:12,529.0018731545509,,2.670014524907553,0.400502178736133,,
2018-03-26 14:50:20,360.7252607695678,,2.11287747528006,0.31693162129200897,,
2018-03-26 14:50:28,273.3840041188722,,2.2041816392036293,0.3306272458805444,,
2018-03-26 14:50:36,275.2893588478834,,2.052889797752139,0.3079334696628208,,
2018-03-26 14:50:44,361.5131999021415,,2.775779965337218,0.4163669948005827,,
2018-03-26 14:50:48,188.80240700113623,,1.6528213334933346,0.24792320002400017,,
2018-03-26 14:50:56,248.19341451795069,,2.034704652249886,0.3052056978374829,,
2018-03-26 14:51:04,481.71295095050834,,2.0519163203469972,0.30778744805204955,,
2018-03-26 14:51:12,422.8709713826927,,1.804572612317931,0.27068589184768965,,
2018-03-26 14:53:12,2522.7621700217733,,2.043123958341916,0.3064685937512874,,
